Product Family,Product Of (Primary Service),Primary Service Category,Product Vendor,Internal Product Name,Pricing Methodology,Proposal Product Name,MeridianLink Consumer Discount Module (Y/N),One Time Fee,NSItemID - OneTime,Annual Fee,NSItemID-Annual,Per Transaction Fee,NSItemID-Transaction,NSItemID-Overage,NSItemID-Commitment,Managed Services ACV (Y/N),Monthly Minimum Commitment ($),Internal Notes for Sales,External Notes for Customer, Product Description ,Additional Accounting Items to Add," Logic
[e.g., 1 AND (2 OR 3)] "," Constraint #1
Dependent or Exclusion "," Constraint #1
Description (Please Explain) "," Constraint #2
Dependent or Exclusion "," Constraint #2
Description (Please Explain) "," Constraint #3
Dependent or Exclusion "," Constraint #3
Description (Please Explain) "," Constraint #4
Dependent or Exclusion "," Constraint #4
Description (Please Explain) ",Other Monthly Fee,Capability Line Level,Add On Type,Tier Name,Tier Level,Tier Minimum,Tier Maximum,Product Category
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T1,Usage,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T1,N,0.0,CRED-0509,,,1.03,CRED-0487,,,N,,Excludes LQA transactions; Requires Targeted Lender addendum,,,,1,Dependent,Requires Targeted Lender Addendum,,,,,,,,Fraud & Verification,Interface,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T1,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T2,Usage,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T2,N,0.0,CRED-0509,,,1.24,CRED-0490,,,N,,Excludes LQA transactions; Requires Targeted Lender addendum,,,,1,Dependent,Requires Targeted Lender Addendum,,,,,,,,Fraud & Verification,Interface,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T2,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T3,Usage,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T3,N,0.0,CRED-0509,,,1.45,CRED-0498,,,N,,Excludes LQA transactions; Requires Targeted Lender addendum,,,,1,Dependent,Requires Targeted Lender Addendum,,,,,,,,Fraud & Verification,Interface,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct New T3,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T1,Usage,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T1,N,0.0,CRED-0493,,,1.03,CRED-0502,,,N,,Excludes LQA transactions; Requires Targeted Lender addendum,,,,1,Dependent,Requires Targeted Lender Addendum,,,,,,,,Fraud & Verification,Interface,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T1,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T2,Usage,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T2,N,0.0,CRED-0493,,,1.24,CRED-0501,,,N,,Excludes LQA transactions; Requires Targeted Lender addendum,,,,1,Dependent,Requires Targeted Lender Addendum,,,,,,,,Fraud & Verification,Interface,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T2,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Interface,Freddie Mac,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T3,Usage,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T3,N,0.0,CRED-0493,,,1.45,CRED-0499,,,N,,Excludes LQA transactions; Requires Targeted Lender addendum,,,,1,Dependent,Requires Targeted Lender Addendum,,,,,,,,Fraud & Verification,Interface,Targeted Lender FHLMC Direct - Consumer Credit Reports - Direct Reissue T3,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Interface,wemlo,wemlo - Consumer Credit Reports,Usage,wemlo - Consumer Credit Reports,N,0.0,CRED-0456,,,0.0,CRED-0251,,,N,,,,,,,,,,,,,,,,Not Mapped,Interface,wemlo - Consumer Credit Reports,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,CRA Office,Standard,CRA Office,N,1050.0,CRED-0256,1050.0,CRED-0255,,,,,N,,Initial MCL setup fee includes one office,,,,,,,,,,,,,,Other,Miscellaneous,CRA Office,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,Faxes Tier 1 (651+ Faxes),Usage,Faxes,N,0.0,CRED-0352,,,0.11,CRED-0085,,,N,,"(non-aggregate)
<= 650: $0.11 per
fax
> 650: $0.00","Billed per fax transmission
Units 1-650: $0.11 per
fax
Units 650+: $0.00",,,,,,,,,,,,,Essential Services,Miscellaneous,Faxes Tier 1 (651+ Faxes),,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,Faxes Tier 2 (Up to 650 Faxes),Usage,Faxes,N,0.0,CRED-0352,,,0.11,CRED-0085,,,,,,,,,,,,,,,,Add Ons,,,Essential Services,Miscellaneous,Faxes Tier 2 (Up to 650 Faxes),,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,Okta,Okta Single Sign On,Standard,Okta Single Sign On,N,1050.0,CRED-0485,,,,,,,N,,"The setup process requires the CRA to create a product in the Okta Integration Network, configure it to use MCL’s SSO integration with Okta, and get approval from Okta directly to be promoted to production. MCL Support and Engineering will work with the CRA throughout the process.",,,,1,Dependent,Client must have their own MCL instance,,,,,,,,Other,Miscellaneous,Okta Single Sign On,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,Various,Postback Service API,Usage,Postback Service API,N,0.0,CRED-0430,,,0.06,CRED-0048,,,N,,"Calculated in MCL this represents a % of what the CRA charges their customer Per Transaction

<= $5000: 5% of
retail price collected
$5001 - $15000:
3.5% of retail price
collected
> $15000: 2.5% of
retail price collected","<= $5000: 5% of retail price collected 
$5001 - $15000: 3.5% of retail price collected 
> $15000: 2.5% of retail price collected
$0.06 minimum per transaction",,,,,,,,,,,,,Other,Miscellaneous,Postback Service API,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,Premium Dashboard Benchmarks,Standard,Premium Dashboard Benchmarks,N,0.0,CRED-0432,1550.0,CRED-0045,,,,,N,,,,,,,,,,,,,,,,Data & Reporting,Miscellaneous,Premium Dashboard Benchmarks,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,SFTP Server,Standard,SFTP Server,N,0.0,CRED-0441,624.0,CRED-0093,,,,,N,,Annual fee billed in monthly installments /Per coordinator account,Annual fee billed in monthly installments/per coordinator account,,,,,,,,,,,,,Other,Miscellaneous,SFTP Server,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Miscellaneous,MeridianLink,Web Hosting,Standard,Web Hosting,N,0.0,CRED-0455,4944.0,CRED-0051,,,,,N,,Annual fee billed in monthly installments,Annual fee billed in monthly installments,,,,,,,,,,,,,Other,Miscellaneous,Web Hosting,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Property Verification,Blend,Blend Automated Valuation Model,Usage,Blend Automated Valuation Model,N,0.0,CRED-0521,,,0.5,CRED-0199,,,,,,,,,,,,,,,,,,,Not Mapped,Property Verification,Blend Automated Valuation Model,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Property Verification,Blend,Blend Flood,Usage,Blend Flood,N,0.0,CRED-0520,,,0.5,CRED-0198,,,,,,,,,,,,,,,,,,,Not Mapped,Property Verification,Blend Flood,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Property Verification,Blue Sage Solutions,Blue Sage Automated Valuation Model,Usage,Blue Sage Automated Valuation Model,N,0.0,CRED-0518,,,0.5,CRED-0021,,,,,,,,,,,,,,,,,,,Fraud & Verification,Property Verification,Blue Sage Automated Valuation Model,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Property Verification,Blue Sage Solutions,Blue Sage Flood,Usage,Blue Sage Flood,N,0.0,CRED-0516,,,0.5,CRED-0020,,,,,,,,,,,,,,,,,,,Fraud & Verification,Property Verification,Blue Sage Flood,,,,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Property Verification,ServiceLink,ServiceLink Flood Postback Tier 1 (5000+ Reports),Usage,"ServiceLink Flood
Postback",N,0.0,CRED-0440,,,0.52,CRED-0190,,,N,,"(aggregate)
< 2,500: $1.03
2,500 - 4,999: $0.77
>= 5,000: $0.52","Volume Discount
< 2,500: $1.03
2,500 - 4,999: $0.77
>= 5,000: $0.52",,,,,,,,,,,,,Settlement & Real Estate Services,Property Verification,ServiceLink Flood Postback,Tier 1,5000.0,0.0,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Property Verification,ServiceLink,ServiceLink Flood Postback Tier 2 (2500 - 4999 Reports),Usage,"ServiceLink Flood
Postback",N,0.0,CRED-0440,,,0.78,CRED-0190,,,,,,,,,,,,,,,,Add Ons,,,Settlement & Real Estate Services,Property Verification,ServiceLink Flood Postback,Tier 2,2500.0,4999.0,Add Ons
Verification Data Access,Mortgage Credit Link,Add On - Property Verification,ServiceLink,ServiceLink Flood Postback Tier 3 (Up to 2499 Reports),Usage,"ServiceLink Flood
Postback",N,0.0,CRED-0440,,,1.03,CRED-0190,,,,,,,,,,,,,,,,Add Ons,,,Settlement & Real Estate Services,Property Verification,ServiceLink Flood Postback,Tier 3,0.0,2499.0,Add Ons
Verification Data Access,Mortgage Credit Link,Primary Service,MeridianLink,Mortgage Credit Link Platform,Standard,Mortgage Credit Link Platform,N,9500.0,CRED-0035,,,,,,,N,,,,,,,,,,,,,,,,Primary Service,,Mortgage Credit Link Platform,,,,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 1 (>80,000 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.47,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 1,80000.0,0.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 2 (70,000-79,999 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.49,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 2,70000.0,79999.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 3 (60,000-69,999 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.51,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 3,60000.0,69999.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 4 (50,000-59,9999 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.53,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 4,50000.0,59999.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 5 (40,000-49,999 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.55,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 5,40000.0,49999.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 6 (30,000-39,999 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.57,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 6,30000.0,39999.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 7 (20,000-29,999 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.59,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 7,20000.0,29999.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 8 (10,000-19,9999 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.61,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 8,10000.0,19999.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier 9 (5,000-9,999 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.63,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 9,5000.0,9999.0,Primary Product
Data Insights & Decisions,Reward,Add On - Monthly Enrolled Accounts,MeridianLink,"Reward - Relationship360 Tier10 (<5,000 Accounts)",Per Enrolled Account,Reward - Relationship360 Enrolled Accounts,N,0.0,DATA-0025,,,0.65,DATA-0007,,,N,,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,Monthly Enrolled Accounts,Reward - Relationship360,Tier 10,0.0,5000.0,Primary Product
Data Insights & Decisions,Reward,Add On - Reward Data Services,MeridianLink,Reward - Data Services,Hourly,Professional Services,N,0.0,DATA-0011,,,150.0,DATA-0028,,,Y,,,,Ad Hoc Professional Services or Custom Reporting ,,1,Dependent ,Need to have Reward Relationship360 Primary Service,,,,,,,,Not Mapped,Reward Data Services,Reward - Data Services,,,,Add Ons
Data Insights & Decisions,Reward,Primary Service,MeridianLink,Reward - Relationship360 Tier 1 (>10B AUM),Standard,Reward - Relationship360,N,5000.0,DATA-0109,,,,,,,N,5750.0,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,,Reward - Relationship360,Tier 1,10000000000.0,0.0,Primary Product
Data Insights & Decisions,Reward,Primary Service,MeridianLink,Reward - Relationship360 Tier 2 ($5B-$10B AUM),Standard,Reward - Relationship360,N,3500.0,DATA-0109,,,,,,,N,3750.0,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,,Reward - Relationship360,Tier 2,5000000000.0,9999999999.0,Primary Product
Data Insights & Decisions,Reward,Primary Service,MeridianLink,Reward - Relationship360 Tier 3 ($1B-$5B AUM),Standard,Reward - Relationship360,N,2500.0,DATA-0109,,,,,,,N,1875.0,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,,Reward - Relationship360,Tier 3,1000000000.0,4999999999.0,Primary Product
Data Insights & Decisions,Reward,Primary Service,MeridianLink,Reward - Relationship360 Tier 4 ($500M-$1B AUM),Standard,Reward - Relationship360,N,1500.0,DATA-0109,,,,,,,N,750.0,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,,Reward - Relationship360,Tier 4,500000000.0,999999999.0,Primary Product
Data Insights & Decisions,Reward,Primary Service,MeridianLink,Reward - Relationship360 Tier 5 ($250M-$500M AUM),Standard,Reward - Relationship360,N,750.0,DATA-0109,,,,,,,N,575.0,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,,Reward - Relationship360,Tier 5,250000000.0,499999999.0,Primary Product
Data Insights & Decisions,Reward,Primary Service,MeridianLink,Reward - Relationship360 Tier 6 (<250 AUM),Standard,Reward - Relationship360,N,500.0,DATA-0109,,,,,,,N,400.0,60/40 Split with JHA where JHA gets 60% and ML gets 40%,,Jack Henry Hosted Instance of Reward (Relationship360) for dynamic product and pricing programs ,,,,,,,,,,,,Primary Service,,Reward - Relationship360,Tier 6,0.0,249999999.0,Primary Product
SHARED,Reward,Add On - MeridianLink Consulting,MeridianLink,Marketing Pro- Reward,Standard,Marketing Pro- Reward,N,0.0,SHARED-0380,16200.0,SHARED-0379,,,,,Y,,,,,,1,Dependent,Must have Reward Product,,,,,,,,Not Mapped,MeridianLink Consulting,Marketing Pro- Reward,,,,Add Ons
Verification Data Access,TazCloud,Add On - Ancillary Service,MeridianLink,Attachments over 5 MB,Usage,Attachments over 5 MB,N,0.0,TAZ-0050,,,0.32,TAZ-0048,,,N,,,,Fee per attachments over 5 MB in TazWorks software.,,1 OR 2,Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,,,,,,Not Mapped,Ancillary Service,Attachments over 5 MB,,,,Add Ons
Verification Data Access,TazCloud,Add On - Ancillary Service,MeridianLink,BackgroundConnect per Transaction,Usage,BackgroundConnect per Transaction,N,0.0,TAZ-0037,,,3.55,TAZ-0040,,,N,,,,Per transaction fee for BackgroundConnect.,,1 OR 2,Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,,,,,,Not Mapped,Ancillary Service,BackgroundConnect per Transaction,,,,Add Ons
Verification Data Access,TazCloud,Add On - Ancillary Service,MeridianLink,Consent Identity Verification (CIV) - Fail,Usage,Consent Identity Verification (CIV) - Fail,N,0.0,TAZ-0044,,,1.24,TAZ-0047,,,N,,,,Transaction fee for failed completion of Customer Identification Verification (CIV).,,1 OR 2,Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,,,,,,Screening,Ancillary Service,Consent Identity Verification (CIV) - Fail,,,,Add Ons
Verification Data Access,TazCloud,Add On - Ancillary Service,MeridianLink,Consent Identity Verification (CIV) - Success,Usage,Consent Identity Verification (CIV) - Success,N,0.0,TAZ-0045,,,6.2,TAZ-0049,,,N,,,,Transaction fee for successful completion of Customer Identification Verification (CIV).,,1 OR 2,Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,,,,,,Screening,Ancillary Service,Consent Identity Verification (CIV) - Success,,,,Add Ons
Verification Data Access,TazCloud,Add On - Ancillary Service,MeridianLink,Credit Report,Usage,Credit Report,N,0.0,TAZ-0052,,,0.14,TAZ-0046,,,N,,,,Transaction fee for accessing Credit Reports using TazWorks software.,,1 OR 2,Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,,,,,,Not Mapped,Ancillary Service,Credit Report,,,,Add Ons
Verification Data Access,TazCloud,Add On - Ancillary Service,MeridianLink,CreditConnect per Transaction,Usage,CreditConnect per Transaction,N,0.0,TAZ-0036,,,2.37,TAZ-0039,,,N,,,,Per transaction fee for CreditConnect.,,1 OR 2,Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,,,,,,Not Mapped,Ancillary Service,CreditConnect per Transaction,,,,Add Ons
Verification Data Access,TazCloud,Add On - Ancillary Service,MeridianLink,Form I-9 Verification,Usage,Form I-9 Verification,N,0.0,TAZ-0054,,,0.32,TAZ-0053,,,N,,,,Transaction fee for accessing Verification of Form I-9 service using TazWorks software.,,1 OR 2,Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,,,,,,Not Mapped,Ancillary Service,Form I-9 Verification,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Activation Fee,Standard,TazWorks Insights,N,125.0,TAZ-0051,,,,,,,N,,,,Activation fee for Tazworks CRA business intelligence and analytics tool.,,1 OR 2,Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,,,,,,Not Mapped,Insights,Insights Activation Fee,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 1:  + 15 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,15000.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 1:  + 15 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 10: + 6 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,8844.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 10: + 6 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 11: + 5 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,8160.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 11: + 5 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 12: + 4 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,7476.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 12: + 4 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 13: + 3 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,6792.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 13: + 3 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 14: + 2 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,6108.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 14: + 2 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 15: + 1 year,Monthly,TazWorks Insights,N,0.0,TAZ-0032,5424.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 15: + 1 year,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 2: + 14 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,14316.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 2: + 14 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 3: + 13 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,13632.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 3: + 13 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 4: + 12 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,12948.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 4: + 12 years,,,,Add Ons
Verification Data Access,TazCloud,Add On - Insights,MeridianLink,Insights Monthly Fee Large Tier 5: + 11 years,Monthly,TazWorks Insights,N,0.0,TAZ-0032,12264.0,TAZ-0008,,,,,N,,Billed monthly. Rate shown is annualized rate.,Billed monthly,Subscription fee for Tazworks CRA business intelligence and analytics tool.,,3 AND (1 OR 2),Dependent,TazWorks Software Platform - Professional,Dependent,TazWorks Software Platform - Enterprise,Dependent,"Must have ""Insights Activation Fee"" first",,,X,Screening,Insights,Insights Monthly Fee Large Tier 5: + 11 years,,,,Add Ons
